CÓDIGO;EAN;DESCRIPCION;Unidades / Caja;Unidades / Embalaje;Pedido Minimo; TARIFA 2025 ;DTO 1;DTO CUSTAB;NETO CUSTAB;NETO UDS CUSTAB;NETO PROMO CUSTAB;NPC UDS;DTO PARTNER;NETO PARTNER;NETO UDS PARTNER;NETO PROMO CUSTAB;NPP UDS; DTO PROMO Q;PROMO X FAMILIA;FAMILIA PRODUCTO;CORE/STRATEGIC
516540;3086123735583;REFILL ILLUS GEL RED BL3 24 EU;3;20;20;5,63;25%;5%;4,011 €;1,337 €;;;9%;3,842 €;1,281 €;;;;;;STRATEGIC
505384;3086123689633;REFILL GEL ILLUS BLK 22 BL3 EU;3;20;20;5,63;25%;5%;4,011 €;1,337 €;;;9%;3,842 €;1,281 €;;;;;;STRATEGIC
516521;3086123735392;REFILL ILLUS GEL BLK BL3 24 EU;3;20;20;5,63;25%;5%;4,011 €;1,337 €;;;9%;3,842 €;1,281 €;;;;;;STRATEGIC
944097;3086123465336;REFIL GEL ILLUS BLU BCL B12 EU;12;20;1;15,69;25%;5%;11,179 €;0,932 €;;;9%;10,708 €;0,892 €;;;;;;STRATEGIC
516532;3086123735507;REFILL ILLUS BLU BCL B12 24 EU;12;18;1;15,69;25%;5%;11,179 €;0,932 €;;;9%;10,708 €;0,892 €;;;;;;STRATEGIC
944098;3086123465343;REFIL GEL ILLUS BLK BCL B12 EU;12;20;1;15,69;25%;5%;11,179 €;0,932 €;;;9%;10,708 €;0,892 €;;;;;;STRATEGIC
944099;3086123465350;REFIL GEL ILLUS RED BCL B12 EU;12;20;1;15,69;25%;5%;11,179 €;0,932 €;;;9%;10,708 €;0,892 €;;;;;;STRATEGIC
944100;3086123465367;REFIL GEL ILLUS GRN BCL B12 EU;12;20;1;15,69;25%;5%;11,179 €;0,932 €;;;9%;10,708 €;0,892 €;;;;;;STRATEGIC
897001;3086123285071;BIC INK EATER BL4 2012 EU;4;25;25;3,88;25%;5%;2,765 €;0,691 €;;;9%;2,648 €;0,662 €;;;;;;STRATEGIC
951496;3086123504356;BIC INK EATER BL12 FS EU;12;24;24;7,00;25%;5%;4,988 €;0,416 €;;;9%;4,778 €;0,398 €;;;;;;STRATEGIC
8794242;3086123170025;ECO EASY REFILL BCL B10 EU;10;16;1;29,09;25%;5%;20,727 €;2,073 €;;;9%;19,854 €;1,985 €;;;;;;STRATEGIC
511059;3086123714533;XPEN CHROME PINK BL1 EU;1;10;10;8,91;25%;5%;6,348 €;6,348 €;;;9%;6,081 €;6,081 €;;;;;;STRATEGIC
896049;3086126690261;XPEN CHROME FP BL1 2012 EU;1;10;10;8,91;25%;5%;6,348 €;6,348 €;;;9%;6,081 €;6,081 €;;;;;;STRATEGIC
8571482;3441920941504;XPEN FP STANDARD BL1 EU;1;20;20;5,96;25%;5%;4,247 €;4,247 €;;;9%;4,068 €;4,068 €;;;;;;STRATEGIC
888751;3086126732916;FP SMALL CART BL24 BLUE EU;24;24;24;2,45;25%;5%;1,746 €;0,073 €;;;9%;1,672 €;0,070 €;;;;;;STRATEGIC
8794084;3086123169869;XPEN DECOR 17 BOYS BL1 EU;1;20;20;6,65;25%;5%;4,738 €;4,738 €;;;9%;4,539 €;4,539 €;;;;;;STRATEGIC
8795005;3086126721361;XPEN DECOR 17 GIRLS BL1 EU;1;20;20;6,65;25%;5%;4,738 €;4,738 €;;;9%;4,539 €;4,539 €;;;;;;STRATEGIC
527430;3086123775633;BIC PAINT MARKER BOX8 VIVID EU;8;36;6;21,72;25%;5%;15,476 €;1,934 €;;;9%;14,824 €;1,853 €;;;;;;STRATEGIC
527429;3086123775626;BIC PAINT MARK BOX8 PASTEL EU;8;36;6;21,72;25%;5%;15,476 €;1,934 €;;;9%;14,824 €;1,853 €;;;;;;STRATEGIC
527423;3086123775565;BIC PAINT MARKER BOX 4 EU;4;72;6;10,90;25%;5%;7,766 €;1,942 €;;;9%;7,439 €;1,860 €;;;;;;STRATEGIC
527477;3086123776104;BIC PAINT MARKER BLK BOX 12 EU;12;36;1;25,56;25%;5%;18,212 €;1,518 €;12,748 €;1,062 €;9%;17,445 €;1,454 €;12,211 €;1,018 €;30%;PROMO 30% ADICIONAL;PAINT MARKET;STRATEGIC
527425;3086123775589;BIC PAINT MARKER WHI BOX 12 EU;12;36;1;25,56;25%;5%;18,212 €;1,518 €;12,748 €;1,062 €;9%;17,445 €;1,454 €;12,211 €;1,018 €;30%;PROMO 30% ADICIONAL;PAINT MARKET;STRATEGIC
527426;3086123775596;BIC PAINT MARKER AST BOX 12 EU;12;36;1;25,56;25%;5%;18,212 €;1,518 €;12,748 €;1,062 €;9%;17,445 €;1,454 €;12,211 €;1,018 €;30%;PROMO 30% ADICIONAL;PAINT MARKET;STRATEGIC
529643;3086123782174;PAINT MARKER CDISP120 EU;120;1;1;255,60;25%;5%;182,115 €;1,518 €;127,481 €;1,062 €;9%;174,447 €;1,454 €;122,113 €;1,018 €;30%;PROMO 30% ADICIONAL;PAINT MARKET;STRATEGIC
501400;3086123671553;ST COFFRET INTENSITY 21 EU;8;12;1;21,54;25%;5%;15,347 €;1,918 €;;;9%;14,701 €;1,838 €;;;;;;STRATEGIC
999444;3086123632783;INTENSITY COLLECTION 32 20 SP;32;10;1;34,14;25%;5%;24,325 €;0,760 €;;;9%;23,301 €;0,728 €;;;;;;STRATEGIC
503847;3086123681538;DUAL TIP CFP CLAS+PAST BX12 EU;12;72;6;14,28;25%;5%;10,175 €;0,848 €;7,122 €;0,594 €;9%;9,746 €;0,812 €;6,822 €;0,569 €;30%;PROMO 30% ADICIONAL;INTENSITY DUAL TIP;STRATEGIC
503927;3086123545557;INTENSITY PM BL5 INTEN OC10 EU;5;10;10;6,69;25%;5%;4,767 €;0,953 €;;;9%;4,566 €;0,913 €;;;;;;STRATEGIC
896018;3086123278028;INTENSITY PM POT 9+1 EU;10;10;1;8,63;25%;5%;6,149 €;0,615 €;;;9%;5,890 €;0,589 €;;;;;;STRATEGIC
904756;3086123643222;INTENSITY MARKING BLACK BL3 EU;3;20;20;3,97;25%;5%;2,829 €;0,943 €;;;9%;2,710 €;0,903 €;;;;;;STRATEGIC
943163;3086123457423;INTENSITY PM AST BL12 EU;12;20;20;15,43;25%;5%;10,994 €;0,916 €;;;9%;10,531 €;0,878 €;;;;;;STRATEGIC
889228;70330316072;INTENSITY PM CD DVD BL1 BLK EU;1;20;20;2,01;25%;5%;1,432 €;1,432 €;;;9%;1,372 €;1,372 €;;;;;;STRATEGIC
8290801;70330315310;INTENS PM GRIP CD BX12 BLAK EU;12;18;1;11,01;25%;5%;7,845 €;0,654 €;;;9%;7,514 €;0,626 €;;;;;;STRATEGIC
501763;3086123673182;ST COFFRET MARKING METAL 21 FR;7;12;12;17,68;25%;5%;12,597 €;1,800 €;;;9%;12,067 €;1,724 €;;;;;;STRATEGIC
900340;3086123302259;INTENSITY PM SILVER BL2 EU;2;20;20;3,26;25%;5%;2,323 €;1,161 €;;;9%;2,225 €;1,112 €;;;;;;STRATEGIC
900341;3086123302266;INTENS PM GOLSIL TUBO24 BCL EU;24;1;1;31,79;25%;5%;22,650 €;0,944 €;;;9%;21,697 €;0,904 €;;;;;;STRATEGIC
944033;3086123464698;INTENSITY MRKER MET AST BL3 EU;3;20;20;4,89;25%;5%;3,484 €;1,161 €;;;9%;3,337 €;1,112 €;;;;;;STRATEGIC
946042;3086123454224;INTENSI PM MET AST BL5 OC10 EU;5;10;10;7,93;25%;5%;5,650 €;1,130 €;;;9%;5,412 €;1,082 €;;;;;;STRATEGIC
950466;3086123498549;INTENSI PM GOLDSILV BCL B12 EU;12;18;1;15,65;25%;5%;11,151 €;0,929 €;8,363 €;0,697 €;9%;10,681 €;0,890 €;8,011 €;0,668 €;25%;PROMO 25% ADICIONAL;MARKING COLOR MIXED BOX;STRATEGIC
503924;3086123498334;INTENSITY FIN PAST BL6 OC10 EU;6;10;10;6,21;25%;5%;4,425 €;0,737 €;;;9%;4,238 €;0,706 €;;;;;;STRATEGIC
503926;3086123498327;INTENSIT FIN RAINB BL6 OC10 EU;6;10;10;6,21;25%;5%;4,425 €;0,737 €;;;9%;4,238 €;0,706 €;;;;;;STRATEGIC
942064;3086123449152;INTENSITY FINE LGRN BCL B12 EU;12;20;1;8,39;25%;5%;5,978 €;0,498 €;;;9%;5,726 €;0,477 €;;;;;;STRATEGIC
942065;3086123449169;INTENSITY FINE PINK BCL B12 EU;12;20;1;8,39;25%;5%;5,978 €;0,498 €;4,782 €;0,399 €;9%;5,726 €;0,477 €;4,581 €;0,382 €;20%;PROMO 20% ADICIONAL;INTENSITY FINE;STRATEGIC
942066;3086123449176;INTENSITY FINE PRP B12 BCL EU;12;20;1;8,39;25%;5%;5,978 €;0,498 €;4,782 €;0,399 €;9%;5,726 €;0,477 €;4,581 €;0,382 €;20%;PROMO 20% ADICIONAL;INTENSITY FINE;STRATEGIC
942067;3086123449183;INTENSITY FINE TRQ BCL B12 EU;12;20;1;8,39;25%;5%;5,978 €;0,498 €;4,782 €;0,399 €;9%;5,726 €;0,477 €;4,581 €;0,382 €;20%;PROMO 20% ADICIONAL;INTENSITY FINE;STRATEGIC
942068;3086123449190;INTENSITY FINE GRN BCL B12 EU;12;20;1;8,39;25%;5%;5,978 €;0,498 €;4,782 €;0,399 €;9%;5,726 €;0,477 €;4,581 €;0,382 €;20%;PROMO 20% ADICIONAL;INTENSITY FINE;STRATEGIC
942069;3086123449206;INTENSITY FINE BLK BCL B12 EU;12;20;1;8,39;25%;5%;5,978 €;0,498 €;4,782 €;0,399 €;9%;5,726 €;0,477 €;4,581 €;0,382 €;20%;PROMO 20% ADICIONAL;INTENSITY FINE;STRATEGIC
942070;3086123449213;INTENSITY FINE BLUE BCL B12 EU;12;20;1;8,39;25%;5%;5,978 €;0,498 €;4,782 €;0,399 €;9%;5,726 €;0,477 €;4,581 €;0,382 €;20%;PROMO 20% ADICIONAL;INTENSITY FINE;STRATEGIC
942074;3086123449251;INTENSITY FINE AST DOYPCK12 EU;12;20;20;11,54;25%;5%;8,222 €;0,685 €;;;9%;7,876 €;0,656 €;;;;;;STRATEGIC
942076;3086123449275;INTENSITY FINE FUN AST BL4 EU;4;20;20;4,26;25%;5%;3,035 €;0,759 €;;;9%;2,907 €;0,727 €;;;;;;STRATEGIC
942082;3086123449336;INTENSITY FINE CLAS AST BL4 EU;4;20;20;4,26;25%;5%;3,035 €;0,759 €;;;9%;2,907 €;0,727 €;;;;;;STRATEGIC
942084;3086123449350;INTENSITY FINE RED BCL B12 EU;12;20;1;8,39;25%;5%;5,978 €;0,498 €;4,782 €;0,399 €;9%;5,726 €;0,477 €;4,581 €;0,382 €;20%;PROMO 20% ADICIONAL;INTENSITY FINE;STRATEGIC
946047;3086123449268;INTEN FINE AST BL8 OC10 EU;8;10;10;7,93;25%;5%;5,650 €;0,706 €;;;9%;5,412 €;0,677 €;;;;;;STRATEGIC
950479;3086123498679;INTENSITY FINE CDSP X 192 EU;192;1;1;112,21;25%;5%;79,950 €;0,416 €;;;9%;76,583 €;0,399 €;;;;;;STRATEGIC
CEL1011727;3086123509412;INTENSI WFP FINELI BX10 AST EU;10;36;6;9,95;25%;5%;7,089 €;0,709 €;5,672 €;0,567 €;9%;6,791 €;0,679 €;5,433 €;0,543 €;20%;PROMO 20% ADICIONAL;INTENSITY FINE BLISTER;STRATEGIC
CEL1011728;3086123509429;WFP FINELINER BOX20 AST EU;20;36;6;19,90;25%;5%;14,179 €;0,709 €;11,343 €;0,567 €;9%;13,582 €;0,679 €;10,865 €;0,543 €;20%;PROMO 20% ADICIONAL;INTENSITY FINE BLISTER;STRATEGIC
503925;3086123538818;INTENSIT MED AST PK12 OC10 EU;12;10;10;12,16;25%;5%;8,664 €;0,722 €;;;9%;8,299 €;0,692 €;;;;;;STRATEGIC
964779;3086123537675;INTENSITY MED BLUE BCL B12 EU;12;20;1;8,39;25%;5%;5,978 €;0,498 €;;;9%;5,726 €;0,477 €;;;;;;STRATEGIC
964781;3086123537699;INTENSITY MED GRN BCL B12 EU;12;20;1;8,39;25%;5%;5,978 €;0,498 €;;;9%;5,726 €;0,477 €;;;;;;STRATEGIC
964782;3086123537705;INTENSITY MED PPL BCL B12 EU;12;20;1;8,39;25%;5%;5,978 €;0,498 €;;;9%;5,726 €;0,477 €;;;;;;STRATEGIC
964783;3086123537712;INTENSITY MED PNK BCL B12 EU;12;20;1;8,39;25%;5%;5,978 €;0,498 €;;;9%;5,726 €;0,477 €;;;;;;STRATEGIC
964784;3086123537729;INTENSITY MED TRK BCL B12 EU;12;20;1;8,39;25%;5%;5,978 €;0,498 €;;;9%;5,726 €;0,477 €;;;;;;STRATEGIC
964823;3086123538115;INTENSITY MED BLK BL2 EU;2;20;20;2,09;25%;5%;1,489 €;0,745 €;;;9%;1,426 €;0,713 €;;;;;;STRATEGIC
964824;3086123538122;INTENSITY MED CLAS AST BL4 EU;4;20;20;4,14;25%;5%;2,950 €;0,737 €;;;9%;2,826 €;0,706 €;;;;;;STRATEGIC
964847;3086123538351;INTENSITY MED RED BCL B12 EU;12;20;1;8,39;25%;5%;5,978 €;0,498 €;;;9%;5,726 €;0,477 €;;;;;;STRATEGIC
978138;3086123655300;INTENSITY WFP MEDIUM BL8 EU;8;10;10;7,93;25%;5%;5,650 €;0,706 €;;;9%;5,412 €;0,677 €;;;;;;STRATEGIC
992623;3086123594340;INTENSITY MEDX12 BCL LGRN EU;12;20;1;8,39;25%;5%;5,978 €;0,498 €;;;9%;5,726 €;0,477 €;;;;;;STRATEGIC
978004;3086123499300;INTENSITY UP FELT PEN CBW12 EU;12;12;12;6,38;25%;5%;4,546 €;0,379 €;2,046 €;0,170 €;9%;4,354 €;0,363 €;1,959 €;0,163 €;55%;PROMO 55% ADICIONAL;INTENSITY UP 1;STRATEGIC
978035;3086123499317;INTENSITY UP FELT PEN CBW24 EU;24;12;12;12,54;25%;5%;8,935 €;0,372 €;4,021 €;0,168 €;9%;8,559 €;0,357 €;3,851 €;0,160 €;55%;PROMO 55% ADICIONAL;INTENSITY UP 1;STRATEGIC
9505273;3086123499157;INTENSITY UP PENCIL CW12 21 EU;12;144;12;5,18;25%;5%;3,691 €;0,308 €;1,845 €;0,154 €;9%;3,535 €;0,295 €;1,768 €;0,147 €;50%;PROMO 50% ADICIONAL;INTENSITY UP2;STRATEGIC
9641482;3086123499164;INTENSITY UP PENCIL CW24 21 EU;24;18;18;10,18;25%;5%;7,253 €;0,302 €;3,627 €;0,151 €;9%;6,948 €;0,289 €;3,474 €;0,145 €;50%;PROMO 50% ADICIONAL;INTENSITY UP2;STRATEGIC
989694;3086123589551;INTENSITY DUAL TIP FP BX6 EU;6;144;12;7,73;25%;5%;5,508 €;0,918 €;3,855 €;0,643 €;9%;5,276 €;0,879 €;3,693 €;0,616 €;30%;PROMO 30% ADICIONAL;INTENSITY DUAL TIP;STRATEGIC
989695;3086123589568;INTENSITY DUAL TIP FP BX12 EU;12;72;6;14,73;25%;5%;10,495 €;0,875 €;7,347 €;0,612 €;9%;10,053 €;0,838 €;7,037 €;0,586 €;30%;PROMO 30% ADICIONAL;INTENSITY DUAL TIP;STRATEGIC
517899;3086123742239;ST CARTES POSTALES OMY 24 FR;6;10;10;15,56;25%;5%;11,087 €;1,848 €;;;9%;10,620 €;1,770 €;;;;;;STRATEGIC
507442;3086123697560;ST COFFRET OMY 22 FR;12;12;12;21,50;25%;5%;15,319 €;1,277 €;;;9%;14,674 €;1,223 €;;;;;;STRATEGIC
510022;3086123708877;INTENSITY PENCIL MTL BX36 EU;36;20;10;27,17;25%;5%;19,359 €;0,538 €;14,519 €;0,403 €;9%;18,544 €;0,515 €;13,908 €;0,386 €;25%;PROMO 25% ADICIONAL;INTENSITY PENCIL;STRATEGIC
951852;3086123651982;INTENSITY WOOD PENCIL BX36 EU;36;48;4;20,97;25%;5%;14,941 €;0,415 €;;;9%;14,312 €;0,398 €;;;;;;STRATEGIC
9678231;3086123653207;INTENS COLOR PENCIL BX24 21 EU;24;72;6;14,11;25%;5%;10,053 €;0,419 €;7,540 €;0,314 €;9%;9,630 €;0,401 €;7,223 €;0,301 €;25%;PROMO 25% ADICIONAL;INTENSITY PREMIUM;STRATEGIC
9518441;3086123651968;INTENS COLOR PENCIL BX12 21 EU;12;144;12;7,05;25%;5%;5,023 €;0,419 €;;;9%;4,812 €;0,401 €;;;;;;STRATEGIC
501774;3086123673298;COFFRET X36 INTEN PREMIUM FR;36;12;12;32,40;25%;5%;23,085 €;0,641 €;;;9%;22,113 €;0,614 €;;;;;;STRATEGIC
977891;3086123655140;INTENSITY FP FINE PACK12 EU;12;10;10;10,36;25%;5%;7,382 €;0,615 €;;;9%;7,071 €;0,589 €;;;;;;STRATEGIC
977892;3086123655157;INTENSITY FP FINE PACK24 EU;24;10;10;20,70;25%;5%;14,749 €;0,615 €;11,062 €;0,461 €;9%;14,128 €;0,589 €;10,596 €;0,441 €;25%;PROMO 25% ADICIONAL;INTENSITY PREMIUM;STRATEGIC
503840;3086123681460;INTENSITY COLOR CHANGE B12 EU;12;20;1;11,26;25%;5%;8,023 €;0,669 €;;;9%;7,685 €;0,640 €;;;;;;STRATEGIC
CEL1012091;3086123681392;WFP COLOR CHANGE BOX 6 AST EU;6;40;10;7,88;25%;5%;5,615 €;0,936 €;;;9%;5,378 €;0,896 €;;;;;;STRATEGIC
503828;3086123681347;DUALTIP HIGHLIGHTER BX6 EU;6;144;12;6,85;25%;5%;4,881 €;0,813 €;3,660 €;0,610 €;9%;4,675 €;0,779 €;3,506 €;0,584 €;25%;PROMO 25% ADICIONAL;DUAL TIP HIGHLIGHTER;STRATEGIC
503826;3086123681323;DUAL TIP PASTEL CFP BX6 EU;6;144;12;7,73;25%;5%;5,508 €;0,918 €;3,855 €;0,643 €;9%;5,276 €;0,879 €;3,693 €;0,616 €;30%;PROMO 30% ADICIONAL;INTENSITY DUAL TIP;STRATEGIC
503905;3086123682115;DUAL TIP PASTEL CFP B12 BCL EU;12;10;1;14,28;25%;5%;10,175 €;0,848 €;;;9%;9,746 €;0,812 €;;;;;;STRATEGIC
511726;3086123717190;INTENSITY WATERCOLOR BX12 EU;12;144;12;7,48;25%;5%;5,330 €;0,444 €;4,264 €;0,355 €;9%;5,105 €;0,425 €;4,084 €;0,340 €;20%;PROMO 20% ADICIONAL;WATERCOLOR;STRATEGIC
511727;3086123717206;INTENSITY WATERCOLOR BX24 EU;24;72;6;14,95;25%;5%;10,652 €;0,444 €;8,522 €;0,355 €;9%;10,203 €;0,425 €;8,163 €;0,340 €;20%;PROMO 20% ADICIONAL;WATERCOLOR;STRATEGIC
919261;3086123342781;KIDS EVOLUTION HB BL2 EU;2;20;20;0,98;25%;5%;0,698 €;0,349 €;;;9%;0,669 €;0,334 €;;;;;;STRATEGIC
919262;3086123342798;KIDS EVOLUT HB BOY BCL B12 EU;12;20;1;4,35;25%;5%;3,099 €;0,258 €;;;9%;2,969 €;0,247 €;;;;;;STRATEGIC
919263;3086123342804;KIDS EVOLUT HB GIRL BCL B12 EU;12;20;1;4,35;25%;5%;3,099 €;0,258 €;;;9%;2,969 €;0,247 €;;;;;;STRATEGIC
942077;3086123449282;EVO STRIPES ERASER AST BL8 EU;8;25;25;4,75;25%;5%;3,384 €;0,423 €;;;9%;3,242 €;0,405 €;;;;;;STRATEGIC
8902781;3270220093725;EVOL LINES 646 HB ERAS BL3 EU;3;25;25;1,78;25%;5%;1,268 €;0,423 €;;;9%;1,215 €;0,405 €;;;;;;STRATEGIC
918485;3086123340299;EVOLUTION 646 NO ERASER BL4 EU;4;25;25;1,39;25%;5%;0,990 €;0,248 €;;;9%;0,949 €;0,237 €;;;;;;STRATEGIC
918487;3086123340312;EVOL 646 NO ERASER BCL B12 EU;12;144;1;2,28;25%;5%;1,625 €;0,135 €;;;9%;1,556 €;0,130 €;;;;;;STRATEGIC
964845;3086123538337;EVOL TRI BLU WO ERA BCL B12 EU;12;144;1;2,06;25%;5%;1,468 €;0,122 €;;;9%;1,406 €;0,117 €;;;;;;STRATEGIC
964912;3086123539006;EVOL TRI BLU WO ERAS BL4 EU;4;25;25;1,32;25%;5%;0,941 €;0,235 €;;;9%;0,901 €;0,225 €;;;;;;STRATEGIC
968393;3086123545380;ST BL10 EVOL TRIANGLE 19 FR;10;25;25;3,30;25%;5%;2,351 €;0,235 €;;;9%;2,252 €;0,225 €;;;;;;STRATEGIC
964848;3086123538368;EVOL TRI BLUE ERASER BL3 EU;3;25;25;1,62;25%;5%;1,154 €;0,385 €;;;9%;1,106 €;0,369 €;;;;;;STRATEGIC
964849;3086123538375;EVOL TRI BLU ERA BCL B12 EU;12;120;1;2,95;25%;5%;2,102 €;0,175 €;;;9%;2,013 €;0,168 €;;;;;;STRATEGIC
518306;3086123744936;EVOL PASTEL ERASER BCL B12 EU;12;120;1;3,40;25%;5%;2,423 €;0,202 €;;;9%;2,321 €;0,193 €;;;;;;STRATEGIC
518984;3086123747692;EVOL GRAPH PASTEL ERAS BL10 EU;10;25;25;5,99;25%;5%;4,268 €;0,427 €;;;9%;4,088 €;0,409 €;;;;;;STRATEGIC
518986;3086123747715;EVOL GRAPH PASTEL ERASE BL5 EU;5;25;25;3,01;25%;5%;2,145 €;0,429 €;;;9%;2,054 €;0,411 €;;;;;;STRATEGIC
518307;3086123744943;EVOL GRAPH PASTEL BCL B12 EU;12;144;1;2,37;25%;5%;1,689 €;0,141 €;1,266 €;0,106 €;9%;1,618 €;0,135 €;1,213 €;0,101 €;25%;PROMO 25% ADICIONAL;GRAFITO PASTEL;STRATEGIC
518978;3086123747630;EVOL GRAPH PASTEL BL10 EU;10;25;25;3,75;25%;5%;2,672 €;0,267 €;;;9%;2,559 €;0,256 €;;;;;;STRATEGIC
518980;3086123747654;EVOL GRAPH PASTEL BL5 EU;5;25;25;1,88;25%;5%;1,340 €;0,268 €;;;9%;1,283 €;0,257 €;;;;;;STRATEGIC
8803112;3270220004608;ECO EVOLUTION 650HB BCL B12 EU;12;144;1;1,58;25%;5%;1,126 €;0,094 €;0,788 €;0,066 €;9%;1,078 €;0,090 €;0,755 €;0,063 €;30%;PROMO 30% ADICIONAL;GRAFITO;STRATEGIC
8902742;3270220000174;ECO EVOLUTION 650 HB BL10 EU;10;25;25;2,20;25%;5%;1,568 €;0,157 €;;;9%;1,502 €;0,150 €;;;;;;STRATEGIC
8902764;3270220000167;ECO EVOLUTION 650 HB BL4 EU;4;25;25;1,05;25%;5%;0,748 €;0,187 €;;;9%;0,717 €;0,179 €;;;;;;STRATEGIC
9264111;3086123379992;ECO EVOL 650 LARGE BL10 EU;10;25;25;2,20;25%;5%;1,568 €;0,157 €;;;9%;1,502 €;0,150 €;;;;;;STRATEGIC
9440761;3086123465121;EVOLUTION650 TRAD B100 16 EU;100;6;1;12,23;25%;5%;8,714 €;0,087 €;;;9%;8,347 €;0,083 €;;;;;;STRATEGIC
9684381;3086123545830;ST EVO 650 BOX100 X 2 EU;200;10;1;24,92;25%;5%;17,756 €;0,089 €;;;9%;17,008 €;0,085 €;;;;;;STRATEGIC
8803323;3270220083924;ECOEVOL 655HB OPF BCL CBW12 EU;12;120;1;2,27;25%;5%;1,617 €;0,135 €;;;9%;1,549 €;0,129 €;;;;;;STRATEGIC
8902753;3270220049012;ECO EVOL 655HB OPFERR BL4 EU;4;25;25;1,67;25%;5%;1,190 €;0,297 €;;;9%;1,140 €;0,285 €;;;;;;STRATEGIC
512027;3086123717534;ECO EVOL 655HB OPFERR BL10 EU;10;25;25;2,93;25%;5%;2,088 €;0,209 €;;;9%;2,000 €;0,200 €;;;;;;STRATEGIC
8902792;3086123203952;ECO EVOL 655HB OPF BL8+2 EU;10;25;25;2,96;25%;5%;2,109 €;0,211 €;;;9%;2,020 €;0,202 €;;;;;;STRATEGIC
8209591;3086126604596;BIC MATIC CLASSIC 07 BOX12 EU;12;80;1;5,13;25%;5%;3,655 €;0,305 €;2,924 €;0,244 €;9%;3,501 €;0,292 €;2,801 €;0,233 €;20%;PROMO 20% ADICIONAL;PORTAMINAS BIC MATIC;STRATEGIC
820958;3086126604589;BM CLASSIC 05 B12 EU;12;80;1;5,13;25%;5%;3,655 €;0,305 €;;;9%;3,501 €;0,292 €;;;;;;STRATEGIC
951478;3086123504172;BM COMBOS POUCH 10 FS 18 EU;10;25;25;5,12;25%;5%;3,648 €;0,365 €;;;9%;3,494 €;0,349 €;;;;;;STRATEGIC
880410;3086120015176;BIC MATIC COMBOS POUCH5 EU;5;25;25;3,45;25%;5%;2,458 €;0,492 €;;;9%;2,355 €;0,471 €;;;;;;STRATEGIC
880411;3086120013172;BIC MATIC COMBOS POUCH3 EU;3;25;25;2,29;25%;5%;1,632 €;0,544 €;;;9%;1,563 €;0,521 €;;;;;;STRATEGIC
8209602;3086126604602;BIC MATIC COMBOS BOX12 EU;12;80;1;5,14;25%;5%;3,662 €;0,305 €;;;9%;3,508 €;0,292 €;;;;;;STRATEGIC
8932331;3086120071608;BIC MATIC FUN TUBO X60 EU;60;12;1;25,65;25%;5%;18,276 €;0,305 €;;;9%;17,506 €;0,292 €;;;;;;STRATEGIC
511026;3086123714205;BIC MATIC PASTEL 07 PO10 EU;10;10;10;6,29;25%;5%;4,482 €;0,448 €;;;9%;4,293 €;0,429 €;;;;;;STRATEGIC
511027;3086123714212;BIC MATIC PASTEL 07 PO5 EU;5;10;10;3,46;25%;5%;2,465 €;0,493 €;;;9%;2,361 €;0,472 €;;;;;;STRATEGIC
511060;3086123714540;BIC MATIC PASTEL 07 B12 EU;12;20;1;5,13;25%;5%;3,655 €;0,305 €;2,924 €;0,244 €;9%;3,501 €;0,292 €;2,801 €;0,233 €;20%;;;STRATEGIC
921215;3086123354876;MATIC CLAS07 PO10 MPACK14 FR;10;25;25;6,28;25%;5%;4,475 €;0,447 €;;;9%;4,286 €;0,429 €;;;;;;STRATEGIC
880409;3086123000605;BICMATIC GRIP FUN COMF BL4 EU;4;25;25;3,79;25%;5%;2,700 €;0,675 €;;;9%;2,587 €;0,647 €;;;;;;STRATEGIC
8902841;3086126604619;BIC MATIC 07 GRIP B12 EU;12;80;1;6,44;25%;5%;4,589 €;0,382 €;;;9%;4,395 €;0,366 €;;;;;;STRATEGIC
8877191;3086123218550;ECO BIC MATIC 07 3LDS BOX50 EU;50;20;1;20,85;25%;5%;14,856 €;0,297 €;;;9%;14,230 €;0,285 €;;;;;;STRATEGIC
986510;3086123668577;BICMATIC SIMPLY0.7 ASST PO5 EU;5;144;12;2,69;25%;5%;1,917 €;0,383 €;;;9%;1,836 €;0,367 €;;;;;;STRATEGIC
892273;3086123249752;BIC MATIC STRONG 0.9MM PO5 EU;5;25;25;3,46;25%;5%;2,465 €;0,493 €;;;9%;2,361 €;0,472 €;;;;;;STRATEGIC
527476;3086123776098;BREAK RESIS BL1+6 LDS +1ERAS;8;10;10;4,45;25%;5%;3,171 €;0,396 €;;;9%;3,037 €;0,380 €;;;;;;STRATEGIC
503457;3086123679054;VELOCITY PRO 0.7 BL1+12 LDS EU;13;20;20;2,60;25%;5%;1,853 €;0,143 €;;;9%;1,775 €;0,137 €;;;;;;STRATEGIC
503458;3086123679061;VELOCITY PRO 0.5 BL1+12 LDS EU;13;20;20;2,60;25%;5%;1,853 €;0,143 €;;;9%;1,775 €;0,137 €;;;;;;STRATEGIC
503459;3086123679078;CRITERIUM 0.7MM BL1+12 LDS EU;13;25;25;4,83;25%;5%;3,441 €;0,265 €;;;9%;3,296 €;0,254 €;;;;;;STRATEGIC
503460;3086123679085;CRITERIUM 0.5MM BL1+12 LDS EU;13;25;25;4,83;25%;5%;3,441 €;0,265 €;;;9%;3,296 €;0,254 €;;;;;;STRATEGIC
